age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,nr.employed,y
34,services,married,high.school,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
28,student,single,,,yes,no,cellular,aug,wed,1,999,1,failure,94.027,-38.3,4991.6,0
38,technician,married,professional.course,no,yes,no,cellular,mar,fri,3,999,0,nonexistent,92.843,-50.0,5099.1,1
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,94.027,-38.3,4991.6,1
56,admin.,married,high.school,,yes,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
24,blue-collar,married,basic.9y,,yes,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
51,technician,married,high.school,no,no,no,cellular,jul,mon,1,6,3,success,94.215,-40.3,4991.6,1
44,services,married,basic.6y,,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,93.994,-36.4,5191.0,0
42,services,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,0
33,admin.,married,university.degree,no,yes,no,cellular,oct,tue,2,6,1,success,92.431,-26.9,5017.5,1
44,admin.,married,high.school,no,yes,no,cellular,may,wed,3,999,2,failure,92.893,-46.2,5099.1,0
36,admin.,single,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,93.2,-42.0,5195.8,0
27,admin.,single,high.school,no,yes,no,telephone,jun,wed,1,999,1,failure,94.055,-39.8,4991.6,0
32,admin.,married,university.degree,no,yes,no,telephone,aug,wed,1,999,1,failure,92.201,-31.4,5076.2,0
31,technician,married,high.school,no,yes,no,cellular,jul,fri,10,999,0,nonexistent,93.918,-42.7,5228.1,0
47,admin.,single,university.degree,no,no,no,cellular,aug,thu,3,999,0,nonexistent,93.444,-36.1,5228.1,0
57,blue-collar,married,basic.9y,,no,no,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
19,student,single,high.school,no,,,cellular,aug,tue,1,999,0,nonexistent,94.027,-38.3,4991.6,1
46,blue-collar,married,basic.9y,,no,no,telephone,jul,thu,4,999,0,nonexistent,93.918,-42.7,5228.1,0
37,admin.,married,high.school,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
36,services,married,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,0
40,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,93.075,-47.1,5099.1,0
36,technician,single,professional.course,no,yes,no,cellular,jun,tue,2,999,0,nonexistent,92.963,-40.8,5076.2,0
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
45,blue-collar,married,basic.9y,,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
42,admin.,married,university.degree,no,no,no,telephone,dec,fri,5,6,1,success,92.713,-33.0,5023.5,0
28,services,single,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,94.465,-41.8,5228.1,0
52,blue-collar,married,basic.4y,,yes,yes,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
31,admin.,married,university.degree,no,no,no,telephone,jun,thu,2,999,0,nonexistent,94.465,-41.8,5228.1,0
51,self-employed,married,basic.4y,no,no,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
45,admin.,married,university.degree,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
33,self-employed,single,high.school,no,yes,no,cellular,may,tue,1,999,1,failure,92.893,-46.2,5099.1,0
37,admin.,married,,no,no,no,telephone,may,mon,3,999,0,nonexistent,93.994,-36.4,5191.0,0
21,blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed,6,999,0,nonexistent,93.918,-42.7,5228.1,0
27,services,single,high.school,no,yes,no,cellular,may,fri,4,999,0,nonexistent,92.893,-46.2,5099.1,0
31,unemployed,single,university.degree,no,no,no,cellular,aug,tue,2,999,0,nonexistent,93.444,-36.1,5228.1,0
34,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
45,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
24,services,single,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
42,technician,married,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,92.201,-31.4,5076.2,0
31,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
37,services,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
50,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
54,services,married,,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
33,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
32,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
56,blue-collar,married,basic.4y,,yes,yes,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
38,blue-collar,divorced,university.degree,no,yes,yes,cellular,jun,mon,2,999,0,nonexistent,92.963,-40.8,5076.2,0
44,blue-collar,married,basic.4y,,yes,yes,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
43,technician,married,professional.course,no,no,no,cellular,may,thu,1,999,1,failure,93.876,-40.0,5008.7,1
41,admin.,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
57,blue-collar,divorced,basic.6y,,yes,no,cellular,jul,tue,5,999,0,nonexistent,93.918,-42.7,5228.1,0
36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,93.075,-47.1,5099.1,0
44,admin.,divorced,high.school,no,yes,no,cellular,may,mon,4,999,0,nonexistent,92.893,-46.2,5099.1,0
34,admin.,single,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
45,blue-collar,single,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
52,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
43,admin.,married,high.school,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
45,admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,93.444,-36.1,5228.1,0
57,retired,single,professional.course,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,94.465,-41.8,5228.1,0
29,management,married,university.degree,no,no,no,cellular,may,wed,3,999,0,nonexistent,92.893,-46.2,5099.1,0
31,services,divorced,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,93.075,-47.1,5099.1,0
30,management,married,high.school,no,yes,no,cellular,aug,tue,12,999,0,nonexistent,93.444,-36.1,5228.1,0
30,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,1
50,retired,divorced,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,1
38,technician,married,professional.course,no,no,yes,cellular,mar,fri,1,999,0,nonexistent,92.843,-50.0,5099.1,1
30,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,1
23,admin.,single,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
37,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,92.201,-31.4,5076.2,0
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,93.075,-47.1,5099.1,0
38,admin.,divorced,basic.9y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,93.075,-47.1,5099.1,0
25,services,single,high.school,,yes,yes,cellular,jul,wed,7,999,0,nonexistent,93.918,-42.7,5228.1,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,4,999,0,nonexistent,92.893,-46.2,5099.1,0
41,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,2,999,1,failure,93.2,-42.0,5195.8,0
41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1,999,0,nonexistent,92.201,-31.4,5076.2,0
59,housemaid,married,basic.4y,,no,yes,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,7,999,0,nonexistent,92.893,-46.2,5099.1,0
37,services,married,basic.6y,no,no,no,telephone,may,wed,4,999,0,nonexistent,93.994,-36.4,5191.0,0
30,technician,,university.degree,no,no,no,cellular,mar,mon,2,6,2,success,93.369,-34.8,5008.7,1
58,,married,basic.9y,no,yes,no,cellular,dec,thu,1,999,1,failure,92.713,-33.0,5023.5,1
46,entrepreneur,divorced,high.school,no,no,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,0
48,admin.,married,basic.6y,no,yes,no,telephone,mar,mon,2,999,0,nonexistent,92.843,-50.0,5099.1,1
27,admin.,single,high.school,no,no,no,telephone,jul,thu,3,999,0,nonexistent,93.918,-42.7,5228.1,0
39,admin.,divorced,high.school,no,no,no,cellular,jul,tue,17,999,0,nonexistent,93.918,-42.7,5228.1,0
30,self-employed,single,university.degree,no,no,yes,telephone,jun,tue,6,999,0,nonexistent,94.465,-41.8,5228.1,0
50,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
36,services,married,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,93.918,-42.7,5228.1,0
37,unemployed,single,professional.course,no,no,no,cellular,oct,fri,4,6,1,success,94.601,-49.5,4963.6,0
33,admin.,single,high.school,no,no,no,cellular,jun,tue,1,999,1,failure,92.963,-40.8,5076.2,0
33,blue-collar,divorced,basic.4y,no,no,no,cellular,may,wed,3,999,0,nonexistent,92.893,-46.2,5099.1,0
33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,93.075,-47.1,5099.1,0
33,blue-collar,married,basic.6y,,yes,yes,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
46,admin.,married,basic.9y,no,yes,yes,cellular,aug,tue,4,999,0,nonexistent,93.444,-36.1,5228.1,0
38,technician,married,professional.course,no,no,no,cellular,mar,thu,1,999,0,nonexistent,92.843,-50.0,5099.1,0
55,technician,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
58,management,married,university.degree,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,93.2,-42.0,5195.8,0
51,technician,married,basic.9y,,no,no,cellular,jul,mon,4,999,0,nonexistent,93.918,-42.7,5228.1,0
40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
25,services,divorced,high.school,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
49,unemployed,married,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
44,services,married,high.school,,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
33,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,93.444,-36.1,5228.1,0
49,admin.,divorced,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
40,self-employed,married,professional.course,,no,no,cellular,apr,tue,1,999,1,failure,93.075,-47.1,5099.1,0
36,blue-collar,married,university.degree,,no,no,telephone,jun,tue,2,999,0,nonexistent,94.465,-41.8,5228.1,0
36,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
40,admin.,single,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,93.444,-36.1,5228.1,0
38,unemployed,married,high.school,no,no,yes,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
52,admin.,divorced,university.degree,no,no,yes,cellular,jul,wed,8,999,0,nonexistent,93.918,-42.7,5228.1,0
35,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
31,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,0
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
30,technician,single,professional.course,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
32,admin.,single,high.school,,no,no,cellular,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,1
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,5,999,0,nonexistent,93.994,-36.4,5191.0,0
57,services,married,professional.course,,no,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
37,entrepreneur,divorced,high.school,,no,no,cellular,jul,wed,3,999,0,nonexistent,93.918,-42.7,5228.1,0
39,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,fri,4,999,0,nonexistent,94.465,-41.8,5228.1,0
26,student,single,high.school,no,no,no,cellular,oct,fri,3,999,0,nonexistent,92.431,-26.9,5017.5,1
48,services,married,basic.9y,no,no,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
46,admin.,single,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,94.465,-41.8,5228.1,0
35,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,5,999,0,nonexistent,93.994,-36.4,5191.0,0
40,services,married,high.school,,yes,no,cellular,may,mon,5,999,0,nonexistent,92.893,-46.2,5099.1,0
37,management,married,,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,93.2,-42.0,5195.8,0
45,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,3,999,0,nonexistent,93.2,-42.0,5195.8,0
44,management,married,high.school,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,94.465,-41.8,5228.1,0
24,technician,single,basic.6y,no,yes,yes,cellular,jul,thu,8,999,0,nonexistent,93.918,-42.7,5228.1,0
33,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
32,management,single,university.degree,no,no,no,cellular,jun,mon,2,3,1,success,92.963,-40.8,5076.2,0
32,admin.,single,high.school,no,no,yes,telephone,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
45,services,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
36,technician,single,university.degree,no,yes,no,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,0
58,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
45,blue-collar,divorced,basic.4y,,yes,no,telephone,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,92.963,-40.8,5076.2,0
28,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
59,blue-collar,married,basic.9y,no,no,no,telephone,apr,tue,3,999,1,failure,93.075,-47.1,5099.1,0
62,blue-collar,married,,no,no,no,cellular,mar,mon,2,999,2,failure,93.369,-34.8,5008.7,0
37,services,single,basic.9y,no,no,no,cellular,may,tue,1,999,0,nonexistent,92.893,-46.2,5099.1,0
40,blue-collar,divorced,high.school,,no,no,telephone,may,thu,6,999,0,nonexistent,93.994,-36.4,5191.0,0
29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,5,999,0,nonexistent,93.2,-42.0,5195.8,0
30,admin.,divorced,high.school,no,yes,no,telephone,jul,tue,2,999,0,nonexistent,93.918,-42.7,5228.1,0
46,technician,single,professional.course,,no,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
29,entrepreneur,married,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
56,management,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,92.649,-30.1,5017.5,0
28,admin.,single,high.school,,no,no,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,1
40,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
31,admin.,single,university.degree,no,,,cellular,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
36,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,93.444,-36.1,5228.1,0
30,admin.,single,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
46,admin.,married,high.school,,no,no,cellular,nov,mon,3,999,0,nonexistent,93.2,-42.0,5195.8,0
35,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,1
40,technician,married,basic.9y,,yes,no,telephone,jun,tue,2,999,0,nonexistent,94.465,-41.8,5228.1,0
34,blue-collar,married,basic.4y,,no,yes,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
30,admin.,single,professional.course,no,yes,yes,cellular,jul,thu,18,999,0,nonexistent,93.918,-42.7,5228.1,0
31,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,0
24,blue-collar,married,basic.9y,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
38,services,divorced,high.school,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,93.918,-42.7,5228.1,0
41,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,1,14,2,success,94.215,-40.3,4991.6,1
33,blue-collar,single,basic.4y,no,no,yes,cellular,may,fri,2,999,1,failure,92.893,-46.2,5099.1,0
29,admin.,single,university.degree,no,yes,no,cellular,may,tue,8,999,0,nonexistent,92.893,-46.2,5099.1,0
30,blue-collar,single,basic.4y,,no,no,telephone,jun,wed,3,999,0,nonexistent,94.465,-41.8,5228.1,0
45,services,married,basic.6y,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,1
32,technician,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
44,admin.,married,basic.9y,,yes,yes,cellular,aug,tue,5,999,0,nonexistent,93.444,-36.1,5228.1,0
54,admin.,single,university.degree,,no,no,cellular,aug,thu,2,999,0,nonexistent,93.444,-36.1,5228.1,0
35,technician,single,professional.course,no,yes,no,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
65,retired,married,,no,,,telephone,oct,mon,3,999,1,failure,92.431,-26.9,5017.5,0
37,admin.,single,university.degree,no,no,no,telephone,jul,fri,11,999,0,nonexistent,93.918,-42.7,5228.1,0
34,technician,married,professional.course,,no,yes,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
26,admin.,married,high.school,,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
39,services,married,high.school,no,no,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,0
36,entrepreneur,single,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,92.893,-46.2,5099.1,1
36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,93.2,-42.0,5195.8,0
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,0
43,admin.,married,high.school,no,yes,no,cellular,may,tue,3,999,1,failure,92.893,-46.2,5099.1,0
32,blue-collar,married,basic.6y,no,no,no,telephone,jul,mon,6,999,0,nonexistent,93.918,-42.7,5228.1,0
33,admin.,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
37,blue-collar,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
54,technician,single,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
58,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
82,retired,married,university.degree,,no,no,cellular,sep,mon,3,3,4,success,94.199,-37.5,4963.6,0
41,management,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
31,admin.,single,high.school,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
27,management,single,university.degree,no,yes,yes,cellular,apr,mon,4,999,1,failure,93.075,-47.1,5099.1,0
52,services,married,high.school,,,,cellular,aug,mon,5,999,0,nonexistent,93.444,-36.1,5228.1,0
37,blue-collar,married,basic.6y,,yes,yes,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
34,technician,married,professional.course,no,no,no,cellular,jun,thu,1,999,0,nonexistent,92.963,-40.8,5076.2,0
35,services,married,basic.9y,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
25,student,single,high.school,no,yes,no,cellular,aug,fri,1,999,1,failure,92.201,-31.4,5076.2,0
43,blue-collar,married,basic.9y,,no,no,cellular,may,tue,1,6,1,success,92.893,-46.2,5099.1,0
43,technician,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
